id	item_group_id	title	description	link	image_link	additional_image_link	price	sale_price	sale_price_effective_date	availability	shipping_weight	brand	mpn	condition	product_type	google_product_category	identifier_exists	is_bundle	size	gender	age_group	color	retailgroupcode	categorypath	gtin
20227	 	Youth White Pom Pom Pullover	Our adorable best-selling top, with athletic stripes and an oversized fit, is the perfect way to show off your team pride! Each Pom Pom Jersey is made from 100% high quality cotton for comfort and durability.	http://ecommercedemo.sparity.com/yth-white-pom-pom-pullover.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14W_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14W_1.png	23.99 USD	 	 	in stock	0.55 lb	Boxercraft	YT14W	New	Apparel	 	TRUE	FALSE	Youth L, Youth M, Youth S	female	kids	white	YT14	 	 
17638	YT14W	Yth White Pom Pom Pullover	Yth White Pom Pom Pullover	http://ecommercedemo.sparity.com/yth-white-pom-pom-pullover.html?utm_source=google_shopping&m=configurable&134=34&aid=17638	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14W_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14W_1.png	23.99 USD	 	 	in stock	0.55 lb	Boxercraft	YT14W_YL	New	Apparel	 	TRUE	FALSE	Youth L	female	kids	white	YT14	 	638529892792
17639	YT14W	Yth White Pom Pom Pullover	Yth White Pom Pom Pullover	http://ecommercedemo.sparity.com/yth-white-pom-pom-pullover.html?utm_source=google_shopping&m=configurable&134=35&aid=17639	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14W_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14W_1.png	23.99 USD	 	 	in stock	0.55 lb	Boxercraft	YT14W_YM	New	Apparel	 	TRUE	FALSE	Youth M	female	kids	white	YT14	 	638529892808
17640	YT14W	Yth White Pom Pom Pullover	Yth White Pom Pom Pullover	http://ecommercedemo.sparity.com/yth-white-pom-pom-pullover.html?utm_source=google_shopping&m=configurable&134=36&aid=17640	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14W_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14W_1.png	23.99 USD	 	 	in stock	0.55 lb	Boxercraft	YT14W_YS	New	Apparel	 	TRUE	FALSE	Youth S	female	kids	white	YT14	 	638529892815
20228	 	Youth Royal Pom Pom Pullover	Our adorable best-selling top, with athletic stripes and an oversized fit, is the perfect way to show off your team pride! Each Pom Pom Jersey is made from 100% high quality cotton for comfort and durability.	http://ecommercedemo.sparity.com/yth-royal-pom-pom-pullover.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14Y_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14Y_1.png	23.99 USD	 	 	in stock	0.55 lb	Boxercraft	YT14Y	New	Apparel	 	TRUE	FALSE	Youth L, Youth M, Youth S	female	kids	royal	YT14	 	 
17784	YT14Y	Yth Royal Pom Pom Pullover	Yth Royal Pom Pom Pullover	http://ecommercedemo.sparity.com/yth-royal-pom-pom-pullover.html?utm_source=google_shopping&m=configurable&134=34&aid=17784	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14Y_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14Y_1.png	23.99 USD	 	 	in stock	0.55 lb	Boxercraft	YT14Y_YL	New	Apparel	 	TRUE	FALSE	Youth L	female	kids	royal	YT14	 	638529899098
17785	YT14Y	Yth Royal Pom Pom Pullover	Yth Royal Pom Pom Pullover	http://ecommercedemo.sparity.com/yth-royal-pom-pom-pullover.html?utm_source=google_shopping&m=configurable&134=35&aid=17785	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14Y_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14Y_1.png	23.99 USD	 	 	in stock	0.55 lb	Boxercraft	YT14Y_YM	New	Apparel	 	TRUE	FALSE	Youth M	female	kids	royal	YT14	 	638529899104
17786	YT14Y	Yth Royal Pom Pom Pullover	Yth Royal Pom Pom Pullover	http://ecommercedemo.sparity.com/yth-royal-pom-pom-pullover.html?utm_source=google_shopping&m=configurable&134=36&aid=17786	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14Y_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT14Y_1.png	23.99 USD	 	 	in stock	0.55 lb	Boxercraft	YT14Y_YS	New	Apparel	 	TRUE	FALSE	Youth S	female	kids	royal	YT14	 	638529899111
20232	 	Youth Fuchsia Perfect Fit T-shirt	The top of the line! Constructed in fine jersey in a 50% cotton and 50% polyester blend Stylish longer length and contoured cut will fit your female customers to a tee.	http://ecommercedemo.sparity.com/yt-fuchsia-perfect-fit-tee.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15F_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15F_1.png	9.99 USD	5.00 USD	 	in stock	0.18 lb	Boxercraft	YT15F	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth L, Youth M, Youth S	 	 	 	 	FEATURED > SALE > Kids	 
17724	YT15F	Y Fuchsia Sft Ctn Tunic Tee	Y Fuchsia Sft Ctn Tunic Tee	http://ecommercedemo.sparity.com/yt-fuchsia-perfect-fit-tee.html?utm_source=google_shopping&m=configurable&134=34&aid=17724	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15F_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15F_1.png	9.99 USD	5.00 USD	 	in stock	0.18 lb	Boxercraft	YT15F_YL	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth L	 	 	 	 	FEATURED > SALE > Kids	638529448999
17725	YT15F	Y Fuchsia Sft Ctn Tunic Tee	Y Fuchsia Sft Ctn Tunic Tee	http://ecommercedemo.sparity.com/yt-fuchsia-perfect-fit-tee.html?utm_source=google_shopping&m=configurable&134=35&aid=17725	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15F_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15F_1.png	9.99 USD	5.00 USD	 	in stock	0.18 lb	Boxercraft	YT15F_YM	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth M	 	 	 	 	FEATURED > SALE > Kids	638529449088
17726	YT15F	Y Fuchsia Sft Ctn Tunic Tee	Y Fuchsia Sft Ctn Tunic Tee	http://ecommercedemo.sparity.com/yt-fuchsia-perfect-fit-tee.html?utm_source=google_shopping&m=configurable&134=36&aid=17726	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15F_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15F_1.png	9.99 USD	5.00 USD	 	in stock	0.18 lb	Boxercraft	YT15F_YS	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth S	 	 	 	 	FEATURED > SALE > Kids	638529449170
20243	 	Youth Vivid Violet Perfect Fit T-shirt	The top of the line! Constructed in fine jersey in a 50% cotton and 50% polyester blend Stylish longer length and contoured cut will fit your female customers to a tee.	http://ecommercedemo.sparity.com/yth-vivid-violet-perfect-fit-t-20434.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15VV_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15VV_1.png	9.99 USD	5.00 USD	2016-01-12T00:00:00-05:00/2017-12-31T23:59:59-05:00	in stock	0.18 lb	Boxercraft	YT15VV	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth L, Youth M	female	kids	vivid violet	 	FEATURED > SALE > Kids	 
17918	YT15VV	Yth Vivid Violet Perfect Fit T	Yth Vivid Violet Perfect Fit T	http://ecommercedemo.sparity.com/yth-vivid-violet-perfect-fit-t-20434.html?utm_source=google_shopping&m=configurable&134=34&aid=17918	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15VV_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15VV_1.png	9.99 USD	5.00 USD	2016-01-12T00:00:00-05:00/2017-12-31T23:59:59-05:00	in stock	0.18 lb	Boxercraft	YT15VV_YL	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth L	female	kids	vivid violet	 	FEATURED > SALE > Kids	638529885596
17919	YT15VV	Yth Vivid Violet Perfect Fit T	Yth Vivid Violet Perfect Fit T	http://ecommercedemo.sparity.com/yth-vivid-violet-perfect-fit-t-20434.html?utm_source=google_shopping&m=configurable&134=35&aid=17919	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15VV_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT15VV_1.png	9.99 USD	5.00 USD	2016-01-12T00:00:00-05:00/2017-12-31T23:59:59-05:00	in stock	0.18 lb	Boxercraft	YT15VV_YM	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth M	female	kids	vivid violet	 	FEATURED > SALE > Kids	638529885602
20246	 	Youth Black Perfect Fit V-neck T-shirt	Your favorite tee in a stylish v-neck! Features a longer length and contoured fit. Constructed from extra-soft 4.5 oz 100% combed ringspun cotton.	http://ecommercedemo.sparity.com/yth-black-perfect-fit-v-neck-t.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21B_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21B_1.png	10.99 USD	 	 	in stock	0.11 lb	Boxercraft	YT21B	New	Apparel	 	TRUE	FALSE	Youth L, Youth M, Youth S	 	 	 	 	 	 
18469	YT21B	Yt Prfct Fit VNeck T (Black)YL	Yt Prfct Fit VNeck T (Black)YL	http://ecommercedemo.sparity.com/yth-black-perfect-fit-v-neck-t.html?utm_source=google_shopping&m=configurable&134=34&aid=18469	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21B_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21B_1.png	10.99 USD	 	 	in stock	0.11 lb	Boxercraft	YT21B_YL	New	Apparel	 	TRUE	FALSE	Youth L	 	 	 	 	 	638529893508
18470	YT21B	Yt Prfct Fit VNeck T (Black)YM	Yt Prfct Fit VNeck T (Black)YM	http://ecommercedemo.sparity.com/yth-black-perfect-fit-v-neck-t.html?utm_source=google_shopping&m=configurable&134=35&aid=18470	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21B_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21B_1.png	10.99 USD	 	 	in stock	0.11 lb	Boxercraft	YT21B_YM	New	Apparel	 	TRUE	FALSE	Youth M	 	 	 	 	 	638529893515
18471	YT21B	Yt Prfct Fit VNeck T (Black)YS	Yt Prfct Fit VNeck T (Black)YS	http://ecommercedemo.sparity.com/yth-black-perfect-fit-v-neck-t.html?utm_source=google_shopping&m=configurable&134=36&aid=18471	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21B_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21B_1.png	10.99 USD	 	 	in stock	0.11 lb	Boxercraft	YT21B_YS	New	Apparel	 	TRUE	FALSE	Youth S	 	 	 	 	 	638529893522
20248	 	Youth Fuchsia Perfect Fit V-Neck	Your favorite tee in a stylish v-neck! Features a longer length and contoured fit. Constructed from extra-soft 4.5 oz 100% combed ringspun cotton.	http://ecommercedemo.sparity.com/yth-fuchsia-perfect-fit-v-neck.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21F_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21F_1.png	10.99 USD	5.50 USD	 	in stock	0.11 lb	Boxercraft	YT21F	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth L, Youth M, Youth S	unisex	kids	fuchsia	 	FEATURED > SALE > Kids	 
17681	YT21F	Fuchsia|Yth Perfect Fit V-Neck	Fuchsia|Yth Perfect Fit V-Neck	http://ecommercedemo.sparity.com/yth-fuchsia-perfect-fit-v-neck.html?utm_source=google_shopping&m=configurable&134=34&aid=17681	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21F_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21F_1.png	10.99 USD	5.50 USD	 	in stock	0.11 lb	Boxercraft	YT21F_YL	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth L	unisex	kids	fuchsia	 	FEATURED > SALE > Kids	638529897766
17682	YT21F	Fuchsia|Yth Perfect Fit V-Neck	Fuchsia|Yth Perfect Fit V-Neck	http://ecommercedemo.sparity.com/yth-fuchsia-perfect-fit-v-neck.html?utm_source=google_shopping&m=configurable&134=35&aid=17682	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21F_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21F_1.png	10.99 USD	5.50 USD	 	in stock	0.11 lb	Boxercraft	YT21F_YM	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth M	unisex	kids	fuchsia	 	FEATURED > SALE > Kids	638529897773
17683	YT21F	Fuchsia|Yth Perfect Fit V-Neck	Fuchsia|Yth Perfect Fit V-Neck	http://ecommercedemo.sparity.com/yth-fuchsia-perfect-fit-v-neck.html?utm_source=google_shopping&m=configurable&134=36&aid=17683	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21F_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21F_1.png	10.99 USD	5.50 USD	 	in stock	0.11 lb	Boxercraft	YT21F_YS	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth S	unisex	kids	fuchsia	 	FEATURED > SALE > Kids	638529897780
20250	 	Youth Lime Perfect Fit V-Neck	Your favorite tee in a stylish v-neck! Features a longer length and contoured fit. Constructed from extra-soft 4.5 oz 100% combed ringspun cotton.	http://ecommercedemo.sparity.com/yth-lime-perfect-fit-v-neck-20438.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21L_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21L_1.png	9.99 USD	5.00 USD	2016-01-12T00:00:00-05:00/2017-12-31T23:59:59-05:00	in stock	0.11 lb	Boxercraft	YT21L	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth L, Youth M, Youth S	 	 	 	 	FEATURED > SALE > Kids	 
18466	YT21L	Yth Lime Perfect Fit V-Neck	Yth Lime Perfect Fit V-Neck	http://ecommercedemo.sparity.com/yth-lime-perfect-fit-v-neck-20438.html?utm_source=google_shopping&m=configurable&134=34&aid=18466	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21L_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21L_1.png	9.99 USD	5.00 USD	2016-01-12T00:00:00-05:00/2017-12-31T23:59:59-05:00	in stock	0.11 lb	Boxercraft	YT21L_YL	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth L	 	 	 	 	FEATURED > SALE > Kids	638529887514
18467	YT21L	Yth Lime Perfect Fit V-Neck	Yth Lime Perfect Fit V-Neck	http://ecommercedemo.sparity.com/yth-lime-perfect-fit-v-neck-20438.html?utm_source=google_shopping&m=configurable&134=35&aid=18467	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21L_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21L_1.png	9.99 USD	5.00 USD	2016-01-12T00:00:00-05:00/2017-12-31T23:59:59-05:00	in stock	0.11 lb	Boxercraft	YT21L_YM	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth M	 	 	 	 	FEATURED > SALE > Kids	638529887521
18468	YT21L	Yth Lime Perfect Fit V-Neck	Yth Lime Perfect Fit V-Neck	http://ecommercedemo.sparity.com/yth-lime-perfect-fit-v-neck-20438.html?utm_source=google_shopping&m=configurable&134=36&aid=18468	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21L_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21L_1.png	9.99 USD	5.00 USD	2016-01-12T00:00:00-05:00/2017-12-31T23:59:59-05:00	in stock	0.11 lb	Boxercraft	YT21L_YS	New	Apparel	Apparel & Accessories > Clothing	TRUE	FALSE	Youth S	 	 	 	 	FEATURED > SALE > Kids	638529887538
20257	 	Youth Red Perfect Fit V-Neck T-shirt	Your favorite tee in a stylish v-neck! Features a longer length and contoured fit. Constructed from extra-soft 4.5 oz 100% combed ringspun cotton.	http://ecommercedemo.sparity.com/yth-red-perfect-fit-v-neck-tee.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21R_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21R_1.png	10.99 USD	 	 	in stock	0.11 lb	Boxercraft	YT21R	New	Apparel	 	TRUE	FALSE	Youth L, Youth M, Youth S	 	 	 	 	 	 
18800	YT21R	Yth Red Perfect Fit V-Neck	Yth Red Perfect Fit V-Neck	http://ecommercedemo.sparity.com/yth-red-perfect-fit-v-neck-tee.html?utm_source=google_shopping&m=configurable&134=34&aid=18800	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21R_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21R_1.png	10.99 USD	 	 	in stock	0.11 lb	Boxercraft	YT21R_YL	New	Apparel	 	TRUE	FALSE	Youth L	 	 	 	 	 	638529924868
18801	YT21R	Yth Red Perfect Fit V-Neck	Yth Red Perfect Fit V-Neck	http://ecommercedemo.sparity.com/yth-red-perfect-fit-v-neck-tee.html?utm_source=google_shopping&m=configurable&134=35&aid=18801	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21R_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21R_1.png	10.99 USD	 	 	in stock	0.11 lb	Boxercraft	YT21R_YM	New	Apparel	 	TRUE	FALSE	Youth M	 	 	 	 	 	638529924875
18802	YT21R	Yth Red Perfect Fit V-Neck	Yth Red Perfect Fit V-Neck	http://ecommercedemo.sparity.com/yth-red-perfect-fit-v-neck-tee.html?utm_source=google_shopping&m=configurable&134=36&aid=18802	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21R_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT21R_1.png	10.99 USD	 	 	in stock	0.11 lb	Boxercraft	YT21R_YS	New	Apparel	 	TRUE	FALSE	Youth S	 	 	 	 	 	638529924882
20274	 	Youth Royal Flare Tank	Layer with Flare!	http://ecommercedemo.sparity.com/yth-royal-flare-tank.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT87Y_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT87Y_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87Y	New	Apparel	 	TRUE	FALSE	Youth L, Youth M, Youth S	female	kids	royal	YT87	 	 
18624	YT87Y	Yth Royal Flare Tank	Yth Royal Flare Tank	http://ecommercedemo.sparity.com/yth-royal-flare-tank.html?utm_source=google_shopping&m=configurable&134=34&aid=18624	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT87Y_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT87Y_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87Y_YL	New	Apparel	 	TRUE	FALSE	Youth L	female	kids	royal	YT87	 	638529925254
18625	YT87Y	Yth Royal Flare Tank	Yth Royal Flare Tank	http://ecommercedemo.sparity.com/yth-royal-flare-tank.html?utm_source=google_shopping&m=configurable&134=35&aid=18625	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT87Y_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT87Y_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87Y_YM	New	Apparel	 	TRUE	FALSE	Youth M	female	kids	royal	YT87	 	638529925261
18626	YT87Y	Yth Royal Flare Tank	Yth Royal Flare Tank	http://ecommercedemo.sparity.com/yth-royal-flare-tank.html?utm_source=google_shopping&m=configurable&134=36&aid=18626	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT87Y_1.png	http://ecommercedemo.sparity.com/media/catalog/product/Y/T/YT87Y_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87Y_YS	New	Apparel	 	TRUE	FALSE	Youth S	female	kids	royal	YT87	 	638529925278
20275	 	Youth White Flare Tank	Layer with Flare!	http://ecommercedemo.sparity.com/yth-white-flare-tank.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87w_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87w_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87W	New	Apparel	 	TRUE	FALSE	Youth L, Youth M, Youth S	female	kids	white	YT87	 	 
18386	YT87W	Yth White Flare Tank	Yth White Flare Tank	http://ecommercedemo.sparity.com/yth-white-flare-tank.html?utm_source=google_shopping&m=configurable&134=34&aid=18386	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87w_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87w_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87W_YL	New	Apparel	 	TRUE	FALSE	Youth L	female	kids	white	YT87	 	638529890095
18387	YT87W	Yth White Flare Tank	Yth White Flare Tank	http://ecommercedemo.sparity.com/yth-white-flare-tank.html?utm_source=google_shopping&m=configurable&134=35&aid=18387	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87w_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87w_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87W_YM	New	Apparel	 	TRUE	FALSE	Youth M	female	kids	white	YT87	 	638529890101
18388	YT87W	Yth White Flare Tank	Yth White Flare Tank	http://ecommercedemo.sparity.com/yth-white-flare-tank.html?utm_source=google_shopping&m=configurable&134=36&aid=18388	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87w_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87w_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87W_YS	New	Apparel	 	TRUE	FALSE	Youth S	female	kids	white	YT87	 	638529890118
20276	 	Youth Purple Flare Tank	Layer with Flare!	http://ecommercedemo.sparity.com/yth-purple-flare-tank.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87p_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87p_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87P	New	Apparel	 	TRUE	FALSE	Youth L, Youth M, Youth S	female	kids	purple	YT87	 	 
18846	YT87P	Yth Purple Flare Tank	Yth Purple Flare Tank	http://ecommercedemo.sparity.com/yth-purple-flare-tank.html?utm_source=google_shopping&m=configurable&134=34&aid=18846	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87p_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87p_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87P_YL	New	Apparel	 	TRUE	FALSE	Youth L	female	kids	purple	YT87	 	638529925193
18847	YT87P	Yth Purple Flare Tank	Yth Purple Flare Tank	http://ecommercedemo.sparity.com/yth-purple-flare-tank.html?utm_source=google_shopping&m=configurable&134=35&aid=18847	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87p_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87p_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87P_YM	New	Apparel	 	TRUE	FALSE	Youth M	female	kids	purple	YT87	 	638529925209
18848	YT87P	Yth Purple Flare Tank	Yth Purple Flare Tank	http://ecommercedemo.sparity.com/yth-purple-flare-tank.html?utm_source=google_shopping&m=configurable&134=36&aid=18848	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87p_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87p_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87P_YS	New	Apparel	 	TRUE	FALSE	Youth S	female	kids	purple	YT87	 	638529925216
20277	 	Youth Red Flare Tank	Layer with Flare!	http://ecommercedemo.sparity.com/yth-red-flare-tank.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87r_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87r_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87R	New	Apparel	 	TRUE	FALSE	Youth L, Youth M, Youth S	female	kids	red	YT87	 	 
18643	YT87R	Yth Red Flare Tank	Yth Red Flare Tank	http://ecommercedemo.sparity.com/yth-red-flare-tank.html?utm_source=google_shopping&m=configurable&134=34&aid=18643	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87r_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87r_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87R_YL	New	Apparel	 	TRUE	FALSE	Youth L	female	kids	red	YT87	 	638529925223
18644	YT87R	Yth Red Flare Tank	Yth Red Flare Tank	http://ecommercedemo.sparity.com/yth-red-flare-tank.html?utm_source=google_shopping&m=configurable&134=35&aid=18644	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87r_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87r_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87R_YM	New	Apparel	 	TRUE	FALSE	Youth M	female	kids	red	YT87	 	638529925230
18645	YT87R	Yth Red Flare Tank	Yth Red Flare Tank	http://ecommercedemo.sparity.com/yth-red-flare-tank.html?utm_source=google_shopping&m=configurable&134=36&aid=18645	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87r_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87r_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87R_YS	New	Apparel	 	TRUE	FALSE	Youth S	female	kids	red	YT87	 	638529925247
20279	 	Youth Navy Flare Tank	Layer with Flare!	http://ecommercedemo.sparity.com/yth-navy-flare-tank.html?utm_source=google_shopping&m=configurable	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87n_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87n_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87N	New	Apparel	 	TRUE	FALSE	Youth L, Youth M, Youth S	female	kids	navy	YT87	 	 
18728	YT87N	Yth Navy Flare Tank	Yth Navy Flare Tank	http://ecommercedemo.sparity.com/yth-navy-flare-tank.html?utm_source=google_shopping&m=configurable&134=34&aid=18728	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87n_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87n_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87N_YL	New	Apparel	 	TRUE	FALSE	Youth L	female	kids	navy	YT87	 	638529890125
18729	YT87N	Yth Navy Flare Tank	Yth Navy Flare Tank	http://ecommercedemo.sparity.com/yth-navy-flare-tank.html?utm_source=google_shopping&m=configurable&134=35&aid=18729	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87n_1.png	http://ecommercedemo.sparity.com/media/catalog/product/y/t/yt87n_1.png	15.99 USD	 	 	in stock	0.15 lb	Boxercraft	YT87N_YM	New	Apparel	 	TRUE	FALSE	Youth M	female	kids	navy	YT87	 	638529890132
